job_title,company,location,link
Data Analyst,BINUS University,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-analyst-at-binus-university-4283538773?position=9&pageNum=17&refId=%2FT5sE%2FDLYnYhWegmkGgDmQ%3D%3D&trackingId=K6cBR5HdirC8mnS7Od8IMA%3D%3D
BackEnd Developer,SIGMATECH,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/backend-developer-at-sigmatech-4280930221?position=10&pageNum=17&refId=%2FT5sE%2FDLYnYhWegmkGgDmQ%3D%3D&trackingId=Zv0dChUC9DL2uUqa9Z3YQA%3D%3D
Frontend Developer Tech Lead,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/frontend-developer-tech-lead-at-pt-astra-international-tbk-4118010786?position=1&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=cuNZ57Y%2BfYzKw8E34sbLBg%3D%3D
Software Engineer (Fullstack) - Growth,OnlinePajak,"Gambir, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/software-engineer-fullstack-growth-at-onlinepajak-4236282025?position=2&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=f1DQgeoeQvMcV%2F3cgJG49w%3D%3D
Back-end developer,PT DAYA CIPTA MANDIRI SOLUSI,"Bandung, Banten, Indonesia",https://id.linkedin.com/jobs/view/back-end-developer-at-pt-daya-cipta-mandiri-solusi-3770227353?position=3&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=TjRuL8LAIQdNmC6i4t9%2F4w%3D%3D
"Software Engineer II, Frontend (Consumer)",tiket.com,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/software-engineer-ii-frontend-consumer-at-tiket-com-4206292766?position=4&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=82NykanUEESRl1fYlnRiCg%3D%3D
Mobile Developer,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/mobile-developer-at-pt-astra-international-tbk-4158982070?position=5&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=HEiY57glR9Ji0VUx5%2BIUpQ%3D%3D
Cloud Engineer,PT. Astra Graphia Information Technology (AGIT),"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/cloud-engineer-at-pt-astra-graphia-information-technology-agit-4288309909?position=6&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=hgCDs0ywvwjvVuLGNQ33Lg%3D%3D
Software Engineer,Tagflow AI,Indonesia,https://id.linkedin.com/jobs/view/software-engineer-at-tagflow-ai-4299006643?position=7&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=Spnng35eZONdSEQdTKCs0w%3D%3D
Test Engineer,Lenovo,Greater Batam,https://id.linkedin.com/jobs/view/test-engineer-at-lenovo-4288121587?position=8&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=NA3LwMuo9MFAxbbof3ra7w%3D%3D
Product Associate (Ethical),PT Darya - Varia Laboratoria Tbk,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/product-associate-ethical-at-pt-darya-varia-laboratoria-tbk-4236802941?position=9&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=V%2FYtDL1DKcYqoWl4rSuDAQ%3D%3D
Application Developer,PT Multipolar Technology Tbk,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/application-developer-at-pt-multipolar-technology-tbk-4251788857?position=10&pageNum=20&refId=DNf0WFhV50cx%2B5eBrV15MQ%3D%3D&trackingId=8YPt%2FC1Tvh6fsYdqRS9gmA%3D%3D
Network Engineer,PT. Astra Graphia Information Technology (AGIT),"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/network-engineer-at-pt-astra-graphia-information-technology-agit-4284509943?position=1&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=YeAy%2FC4SZo%2BTJ2fzBjvDNw%3D%3D
Product Owner,PT. Lintas Teknologi Indonesia,"Menteng, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/product-owner-at-pt-lintas-teknologi-indonesia-4283913893?position=2&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=9avcLh18Rmz9ZByv3qzNAQ%3D%3D
Application Developer,eCentrix Solutions Official,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/application-developer-at-ecentrix-solutions-official-4100100119?position=3&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=Aj5xOZui5Z4kDuK073JRAw%3D%3D
Back End Developer (Contract),Sagara Technology,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/back-end-developer-contract-at-sagara-technology-4294381161?position=4&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=5bOY1mDzkBU8I4NHo%2BiipA%3D%3D
Head of Software Solutions,BINUS University,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/head-of-software-solutions-at-binus-university-4283539623?position=5&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=%2BMXPWE%2Fg%2FrXBVYwg6eqJzQ%3D%3D
Full Stack Developer,Odoo,"Tangerang, Banten, Indonesia",https://id.linkedin.com/jobs/view/full-stack-developer-at-odoo-4288139893?position=6&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=dKYu%2FAy6sYwRBzJhzd6pJw%3D%3D
Team Leader Lampung Selatan (Lampung 2),Amartha Financial,"South Lampung Regency, Lampung, Indonesia",https://id.linkedin.com/jobs/view/team-leader-lampung-selatan-lampung-2-at-amartha-financial-4285385644?position=7&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=HzAJWnnNyKaej%2F%2BhyOGIXw%3D%3D
UI/UX Designer,Indepay | Setara Networks,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/ui-ux-designer-at-indepay-setara-networks-4278739209?position=8&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=ri5j00Kz3xBHVIbr5HrKFw%3D%3D
System Analyst Jakarta/Malang,PT Adicipta Inovasi Teknologi,"Kebon Jeruk, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/system-analyst-jakarta-malang-at-pt-adicipta-inovasi-teknologi-3951281369?position=9&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=lr1G8GdyGqxrnsarPeWgmA%3D%3D
Frontend Mobile Developer,PT GDC Multi Sarana,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/frontend-mobile-developer-at-pt-gdc-multi-sarana-4299397535?position=10&pageNum=22&refId=Efe8ydy%2FIPzcQ8OfSLgEog%3D%3D&trackingId=DdILES%2BRXsfyvwb7nNr9ZA%3D%3D
Mobile Platform Engineer - Junior or Senior Consultant,EY,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/mobile-platform-engineer-junior-or-senior-consultant-at-ey-4074574017?position=1&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=w2z2AdeSS0ZV58tstmY%2FGQ%3D%3D
Full Stack Engineer,Jubelio,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/full-stack-engineer-at-jubelio-4236806558?position=2&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=Vl8u133kusUZvJXfoJP%2BnA%3D%3D
IT FIELD ENGINEER,PT DAYA CIPTA MANDIRI SOLUSI,"West Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/it-field-engineer-at-pt-daya-cipta-mandiri-solusi-4283461575?position=3&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=1qjmbB%2Fj3aEx3B7fx55%2BsA%3D%3D
Fullstack Developer (React Js & Java Springboot),SIGMATECH,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/fullstack-developer-react-js-java-springboot-at-sigmatech-4289275658?position=4&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=jILQH2lXMwBm7pI1mW4XTQ%3D%3D
"Assistant Marketing Manager, Global Social","Love, Bonito","Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/assistant-marketing-manager-global-social-at-love-bonito-4291260143?position=5&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=cFs1TCGk4G5%2Btj7X%2Bf0CSQ%3D%3D
PHP Developer,Vodjo,"Bandung, West Java, Indonesia",https://id.linkedin.com/jobs/view/php-developer-at-vodjo-4285701574?position=6&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=xUjcP%2FoWSQzlhMckc05Dqw%3D%3D
Web Designer,DNetwork - Jaringan Kerja Disabilitas Indonesia,"Sumbawa Besar, West Nusa Tenggara, Indonesia",https://id.linkedin.com/jobs/view/web-designer-at-dnetwork-jaringan-kerja-disabilitas-indonesia-4270245148?position=7&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=CjM92Jfn4Ns4Y4Xs%2BTS8bw%3D%3D
TechOps Engineer,Youtap Technology Ltd,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/techops-engineer-at-youtap-technology-ltd-4279473970?position=8&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=9PPDqKDdw1pjPp42ju41bg%3D%3D
Front End Engineer (Contract Based),ParagonCorp,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/front-end-engineer-contract-based-at-paragoncorp-4288138287?position=9&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=2C3vR4phK571k%2BALrWX2xQ%3D%3D
Data Analyst Associate,Grab,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/data-analyst-associate-at-grab-4293895946?position=10&pageNum=25&refId=38c7fLDplfozAglVnd%2BUgg%3D%3D&trackingId=2HDBtfqO5cU5GlENTBAICA%3D%3D
【新卒】ITエンジニア職（2026卒）,"Classmethod, Inc.","Lembang, West Java, Indonesia",https://id.linkedin.com/jobs/view/%E3%80%90%E6%96%B0%E5%8D%92%E3%80%91it%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%8B%E3%82%A2%E8%81%B7%EF%BC%882026%E5%8D%92%EF%BC%89-at-classmethod-inc-4256317342?position=1&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=r%2Foa8KgJmFJY04ElzTEEHA%3D%3D
Expert Front End Engineer (Shopeepay) - Sea Labs,Shopee,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/expert-front-end-engineer-shopeepay-sea-labs-at-shopee-4127875631?position=2&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=%2FhbwRzq1mKAQNCNhlk2wkw%3D%3D
Fullstack Developer,PT.Japfa Comfeed Indonesia,"South Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/fullstack-developer-at-pt-japfa-comfeed-indonesia-4298328331?position=3&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=r4YYPlg2uXrLav2uDOPM2w%3D%3D
Software Quality Assurance Intern,tiket.com,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/software-quality-assurance-intern-at-tiket-com-4235761334?position=4&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=wetHNxt43llR6Sr%2B%2FAEDFg%3D%3D
Full Stack Developer,PT. Mandiri International Technology,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/full-stack-developer-at-pt-mandiri-international-technology-4268274992?position=5&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=EvXcNufCDAUhSHHPx8PS3A%3D%3D
React.js Developer,SoftwareSeni,"Yogyakarta, Yogyakarta, Indonesia",https://id.linkedin.com/jobs/view/react-js-developer-at-softwareseni-4298363968?position=6&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=n5YSnWyaB5agdbQ9V6wOVQ%3D%3D
Team Leader Semarang Kota,Amartha Financial,"Semarang, Central Java, Indonesia",https://id.linkedin.com/jobs/view/team-leader-semarang-kota-at-amartha-financial-4283197970?position=7&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=BWPNN6QYhx3Ygl0jZlwG9w%3D%3D
IT Officer,PT. Kayu Mebel Indonesia,"Semarang, Central Java, Indonesia",https://id.linkedin.com/jobs/view/it-officer-at-pt-kayu-mebel-indonesia-4256461512?position=8&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=3wQ4FayrJcEeXZshF9yIOg%3D%3D
UX/UI Designer – SCG Indonesia,SCG,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/ux-ui-designer-%E2%80%93-scg-indonesia-at-scg-4299313857?position=9&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=aT1RCSdzTPbtSHhDu8wFvg%3D%3D
Data Analyst,Glints,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/data-analyst-at-glints-4291249416?position=10&pageNum=27&refId=pRzgYry%2FUNSYI1hozYha6A%3D%3D&trackingId=YxE0blsqyfHhyYrk%2FboeGA%3D%3D
Full Stack Engineer,StraitsX,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/full-stack-engineer-at-straitsx-4299757734?position=1&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=plYXHj69jeDET2Y93Vu4Lw%3D%3D
Data Scientist,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-scientist-at-pt-astra-international-tbk-4298285288?position=2&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=tYdUemOIIoTkEwBaau0%2BBw%3D%3D
Frontend Developer (React JS),PasarPolis,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/frontend-developer-react-js-at-pasarpolis-4299324837?position=3&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=0g2cDrwPbJRdLyp30fOpfg%3D%3D
Python Developer,Vodjo,"Bandung, West Java, Indonesia",https://id.linkedin.com/jobs/view/python-developer-at-vodjo-4285499808?position=4&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=fbQbzy4q9fPsfyyNd699UA%3D%3D
Computer Shop Assistant,DNetwork - Jaringan Kerja Disabilitas Indonesia,"Sumbawa Besar, West Nusa Tenggara, Indonesia",https://id.linkedin.com/jobs/view/computer-shop-assistant-at-dnetwork-jaringan-kerja-disabilitas-indonesia-4270245167?position=5&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=KhJmoOMD1dhhelfHUEGtXQ%3D%3D
Software Engineer (Full stack),Bobobox,"Cicendo, West Java, Indonesia",https://id.linkedin.com/jobs/view/software-engineer-full-stack-at-bobobox-4281828973?position=6&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=2krceIMcjR7p6m8VYCd3Mw%3D%3D
Software Engineer (Fullstack),SML (PT Sarana Maju Lestari),"Tangerang Regency, Banten, Indonesia",https://id.linkedin.com/jobs/view/software-engineer-fullstack-at-sml-pt-sarana-maju-lestari-4236806591?position=7&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=QAJRp%2BMWanLhA0eGTarjIg%3D%3D
Computer Shop Assistant,DNetwork - Jaringan Kerja Disabilitas Indonesia,"Sumbawa Besar, West Nusa Tenggara, Indonesia",https://id.linkedin.com/jobs/view/computer-shop-assistant-at-dnetwork-jaringan-kerja-disabilitas-indonesia-4270240606?position=8&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=ZkyAl6qj7%2BsLWlhbwFZGVA%3D%3D
QA Engineer,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/qa-engineer-at-pt-astra-international-tbk-4265475916?position=9&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=43gTNcFTdbb4lapeVf59Bg%3D%3D
IT Programmer Staff,PT. Indomobil Finance Indonesia,"East Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/it-programmer-staff-at-pt-indomobil-finance-indonesia-4294817647?position=10&pageNum=30&refId=nbwtbznDrOKHAA9JuMDPoA%3D%3D&trackingId=ICblrK2yyWS8LuafMdp9Sg%3D%3D
Rejuvenate Astra Leadership Development Program Intern,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/rejuvenate-astra-leadership-development-program-intern-at-pt-astra-international-tbk-4289818091?position=1&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=D7hbfyHKAhPubpvfzC9flQ%3D%3D
Software Developer – SCG Indonesia,SCG,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/software-developer-%E2%80%93-scg-indonesia-at-scg-4288198628?position=2&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=RfMfEHljVAmSMbRD3pd96g%3D%3D
IT Developer,PT. Adi Data Informatika,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/it-developer-at-pt-adi-data-informatika-3695201923?position=3&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=yi1TujsF2hO5dn%2BXhRHNxA%3D%3D
Backend Engineer,Pintu,Indonesia,https://id.linkedin.com/jobs/view/backend-engineer-at-pintu-4275935769?position=4&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=pritEaxZpBvN5I0Za9jdJQ%3D%3D
Fullstack Developer,PT Dynamic Talenta Navigator,"Semarang, Central Java, Indonesia",https://id.linkedin.com/jobs/view/fullstack-developer-at-pt-dynamic-talenta-navigator-4295852471?position=5&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=sWH5LinBN%2BLTYNRwgBeoEw%3D%3D
Remedial Team Lead,Amar Bank,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/remedial-team-lead-at-amar-bank-4271038219?position=6&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=dODIjy17l1CFDund%2Fyz%2BbA%3D%3D
Data Analyst (Fraud),Kredivo Group,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/data-analyst-fraud-at-kredivo-group-4265680550?position=7&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=tyvfXKb3W6ULma8IDX7G3g%3D%3D
Jr. Full Stack Engineer,Somethinc - BeautyHaul,"Kembangan, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/jr-full-stack-engineer-at-somethinc-beautyhaul-4288688757?position=8&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=uBb0zY8yQEKeQOVtaS%2FaGg%3D%3D
Data Analyst,Eklipse.gg,"South Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-analyst-at-eklipse-gg-4288658278?position=9&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=EcP%2FbTc5ZRtq%2BgjtFB9ljw%3D%3D
IT Helpdesk Engineer,Garena,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/it-helpdesk-engineer-at-garena-4243597520?position=10&pageNum=32&refId=lRJFcqbZUwerVxIb%2FmMeHA%3D%3D&trackingId=FviQGcHPVb3l3N0ZwlE%2FkA%3D%3D
OCRエンジニア,LINE WORKS,"Lembang, West Java, Indonesia",https://id.linkedin.com/jobs/view/ocr%E3%82%A8%E3%83%B3%E3%82%B8%E3%83%8B%E3%82%A2-at-line-works-4253227078?position=1&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=a0a3%2BIpfKwAuxEENSRwmgQ%3D%3D
Data Analyst for CEO Office,Amar Bank,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-analyst-for-ceo-office-at-amar-bank-4258069737?position=2&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=RONKEYrnqB1Ul3vF7fjYSQ%3D%3D
Data Scientist,Dexa Group,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-scientist-at-dexa-group-4292194283?position=3&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=IZk1an5MYZr%2BGtRlbe9DAA%3D%3D
Enterprise Team Lead,Ruangguru for Business,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/enterprise-team-lead-at-ruangguru-for-business-4200556667?position=4&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=ixBJ58JqLS%2FsExS6WlMqAg%3D%3D
UX/UI Designer,Antikode,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/ux-ui-designer-at-antikode-4286910213?position=5&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=ZcLLqULtKvNBNGGJKSE4Vg%3D%3D
IT Officer,PT. Kayu Mebel Indonesia,"Sidoarjo, East Java, Indonesia",https://id.linkedin.com/jobs/view/it-officer-at-pt-kayu-mebel-indonesia-4276219874?position=6&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=q4GrKuWHAm2ccn5mowmRaA%3D%3D
Data Scientist,PT Global Service Indonesia,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-scientist-at-pt-global-service-indonesia-4297877471?position=7&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=VxjgMR34KR5eGIkbHncPgw%3D%3D
SEO Officer,Cermati.com,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/seo-officer-at-cermati-com-3939805147?position=8&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=LUByJI9ZcilYiOV3%2F4yeqQ%3D%3D
Management Trainee - Information Technology,Erdigma Indonesia,"Purbalingga, Central Java, Indonesia",https://id.linkedin.com/jobs/view/management-trainee-information-technology-at-erdigma-indonesia-4244595672?position=9&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=Zp9BJC1V%2BiP9xRuHGK2QtQ%3D%3D
Software Test Engineer,Weshine,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/software-test-engineer-at-weshine-4293507634?position=10&pageNum=35&refId=1%2B68%2F99GLC07N52DjEkOxw%3D%3D&trackingId=ZRNa5s6xyk93iXVFuWWvtA%3D%3D
Fullstack Developer (.Net & React Js),SIGMATECH,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/fullstack-developer-net-react-js-at-sigmatech-4270689496?position=1&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=N1wzYnKtIq%2BCDrFS4pDuSw%3D%3D
Full Stack Developer,Cheil Indonesia,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/full-stack-developer-at-cheil-indonesia-4291567265?position=2&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=tvIDT3VldZiPJDdT0nY42Q%3D%3D
Product Associate,Weshine,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/product-associate-at-weshine-4293384036?position=3&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=LpywQzqgz54D8DJADpi3lg%3D%3D
Team Leader - Manado,Orang Tua Group,"Manado, North Sulawesi, Indonesia",https://id.linkedin.com/jobs/view/team-leader-manado-at-orang-tua-group-4262158780?position=4&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=oa1eFTRRniRmFUoHnAGv4Q%3D%3D
QA Engineer Intern,Worlder TEAM Pte. Ltd.,Indonesia,https://id.linkedin.com/jobs/view/qa-engineer-intern-at-worlder-team-pte-ltd-4288043144?position=5&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=sx3Pz0ixpSWJLQiLESppTQ%3D%3D
Development Program - Sales Divison,Pura Group Indonesia,"Cisauk, Banten, Indonesia",https://id.linkedin.com/jobs/view/development-program-sales-divison-at-pura-group-indonesia-4294604727?position=6&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=D8E72PTDnQBNn%2Fk7b%2BKg3w%3D%3D
Team Leader Karawang,Amartha Financial,"West Karawang, West Java, Indonesia",https://id.linkedin.com/jobs/view/team-leader-karawang-at-amartha-financial-4285375476?position=7&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=l9OLvJD9DphJuhIF7S1Npw%3D%3D
Full Stack Engineer,PT Siaga Abdi Utama,Jakarta Metropolitan Area,https://id.linkedin.com/jobs/view/full-stack-engineer-at-pt-siaga-abdi-utama-4295881659?position=8&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=JF7q1P7c%2FTZYrBI3hXvxdg%3D%3D
WordPress Developer,Vodjo,"Bandung, West Java, Indonesia",https://id.linkedin.com/jobs/view/wordpress-developer-at-vodjo-4285705254?position=9&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=OHkDAJjb4eEDJdGWJlCAsw%3D%3D
Software Developer,Solution Details Pte Ltd,Indonesia,https://id.linkedin.com/jobs/view/software-developer-at-solution-details-pte-ltd-4232751355?position=10&pageNum=37&refId=yIGxUQiYqWoqyoLEaP6REA%3D%3D&trackingId=9rWbgWn%2F9EYc5kg6AqyH2A%3D%3D
Software Engineer - Backend,Samsung Southeast Asia & Oceania,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/software-engineer-backend-at-samsung-southeast-asia-oceania-4125300531?position=1&pageNum=40&refId=A%2F2LrRGyh0Qo7PtJVcEOeg%3D%3D&trackingId=yDr74sKKKZLCB9%2FeYgWGRA%3D%3D
Data Engineer - Contract-based,PT Astra International Tbk,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/data-engineer-contract-based-at-pt-astra-international-tbk-4118012549?position=2&pageNum=40&refId=A%2F2LrRGyh0Qo7PtJVcEOeg%3D%3D&trackingId=ftSvbioV%2BOIJN%2BCJyr1ujw%3D%3D
Application Consultant,PT. Metrodata Electronics Tbk.,"Jakarta, Jakarta, Indonesia",https://id.linkedin.com/jobs/view/application-consultant-at-pt-metrodata-electronics-tbk-4236803425?position=3&pageNum=40&refId=A%2F2LrRGyh0Qo7PtJVcEOeg%3D%3D&trackingId=yhkdXW2f%2BmpA0GXvLSttXA%3D%3D
Database & Storage Management,Maybank,"Jakarta, Indonesia",https://id.linkedin.com/jobs/view/database-storage-management-at-maybank-4291563968?position=4&pageNum=40&refId=A%2F2LrRGyh0Qo7PtJVcEOeg%3D%3D&trackingId=cGw%2FjYB5GtlUlbDSHh1NPA%3D%3D
